time,G(i),H_sun,T2m,WS10m,Int
20050122:0000,8.07,1.11,11.22,1.99,0.0
20050122:0100,0.0,0.0,8.81,2.06,0.0
20050122:0200,0.0,0.0,6.4,2.14,0.0
20050122:0300,0.0,0.0,3.99,2.22,0.0
20050122:0400,0.0,0.0,3.41,2.05,0.0
20050122:0500,0.0,0.0,2.83,1.87,0.0
20050122:0600,0.0,0.0,2.25,1.7,0.0
20050122:0700,0.0,0.0,2.3,1.33,0.0
20050122:0800,0.0,0.0,2.34,0.96,0.0
20050122:0900,0.0,0.0,2.39,0.59,0.0
20050122:1000,0.0,0.0,2.06,0.56,0.0
20050122:1100,0.0,0.0,1.73,0.53,0.0
20050122:1200,0.0,0.0,1.39,0.5,0.0
20050122:1300,0.0,0.0,1.33,0.7,0.0
20050122:1400,0.0,0.0,1.28,0.91,0.0
20050122:1500,389.55,7.15,1.22,1.12,0.0
20050122:1600,28.32,16.46,3.44,1.55,0.0
20050122:1700,84.95,24.11,5.67,1.99,0.0
20050122:1800,255.07,29.45,7.9,2.43,0.0
20050122:1900,397.45,31.8,9.01,2.45,0.0
20050122:2000,603.46,30.8,10.12,2.47,0.0
20050122:2100,997.2,26.62,11.23,2.5,0.0
20050122:2200,807.81,19.83,9.78,2.72,0.0
20050122:2300,539.72,11.13,8.33,2.94,0.0
20050123:0000,12.1,1.31,6.87,3.16,0.0
20050123:0100,0.0,0.0,5.23,2.88,0.0
20050123:0200,0.0,0.0,3.58,2.61,0.0
20050123:0300,0.0,0.0,1.94,2.33,0.0
20050123:0400,0.0,0.0,1.68,2.57,0.0
20050123:0500,0.0,0.0,1.41,2.81,0.0
20050123:0600,0.0,0.0,1.15,3.05,0.0
20050123:0700,0.0,0.0,1.08,3.25,0.0
20050123:0800,0.0,0.0,1.02,3.45,0.0
20050123:0900,0.0,0.0,0.95,3.66,0.0
20050123:1000,0.0,0.0,0.93,3.7,0.0
20050123:1100,0.0,0.0,0.91,3.74,0.0
20050123:1200,0.0,0.0,0.88,3.78,0.0
20050123:1300,0.0,0.0,1.24,3.76,0.0
20050123:1400,0.0,0.0,1.59,3.73,0.0
20050123:1500,398.3,7.27,1.95,3.71,0.0
20050123:1600,710.15,16.6,5.24,3.41,0.0
20050123:1700,931.47,24.29,8.54,3.1,0.0
20050123:1800,701.4,29.65,11.84,2.8,0.0
20050123:1900,926.21,32.03,13.04,2.26,0.0
20050123:2000,1103.17,31.04,14.24,1.71,0.0
20050123:2100,993.39,26.86,15.43,1.17,0.0
20050123:2200,803.92,20.06,14.37,0.95,0.0
20050123:2300,318.24,11.34,13.31,0.72,0.0
20050124:0000,8.74,1.51,12.25,0.5,0.0
20050124:0100,0.0,0.0,9.59,1.21,0.0
20050124:0200,0.0,0.0,6.94,1.93,0.0
20050124:0300,0.0,0.0,4.28,2.65,0.0
20050124:0400,0.0,0.0,3.48,2.58,0.0
20050124:0500,0.0,0.0,2.67,2.52,0.0
20050124:0600,0.0,0.0,1.87,2.46,0.0
20050124:0700,0.0,0.0,1.57,2.43,0.0
20050124:0800,0.0,0.0,1.27,2.41,0.0
20050124:0900,0.0,0.0,0.97,2.39,0.0
20050124:1000,0.0,0.0,1.11,2.46,0.0
20050124:1100,0.0,0.0,1.25,2.52,0.0
20050124:1200,0.0,0.0,1.39,2.59,0.0
20050124:1300,0.0,0.0,1.78,2.61,0.0
20050124:1400,0.0,0.0,2.16,2.62,0.0
20050124:1500,394.57,7.4,2.55,2.63,0.0
20050124:1600,707.87,16.76,6.19,2.06,0.0
20050124:1700,935.11,24.47,9.83,1.49,0.0
20050124:1800,1081.28,29.86,13.47,0.92,0.0
20050124:1900,1144.88,32.26,14.12,1.07,0.0
20050124:2000,1121.33,31.29,14.76,1.22,0.0
20050124:2100,1010.51,27.1,15.4,1.37,0.0
20050124:2200,818.98,20.29,14.16,1.62,0.0
20050124:2300,551.76,11.56,12.92,1.87,0.0
20050125:0000,14.79,1.72,11.67,2.12,0.0
20050125:0100,0.0,0.0,8.82,2.17,0.0
20050125:0200,0.0,0.0,5.96,2.22,0.0
20050125:0300,0.0,0.0,3.11,2.26,0.0
20050125:0400,0.0,0.0,2.71,2.51,0.0
20050125:0500,0.0,0.0,2.31,2.75,0.0
20050125:0600,0.0,0.0,1.91,2.99,0.0
20050125:0700,0.0,0.0,1.89,3.2,0.0
20050125:0800,0.0,0.0,1.88,3.42,0.0
20050125:0900,0.0,0.0,1.86,3.63,0.0
20050125:1000,0.0,0.0,1.93,3.77,0.0
20050125:1100,0.0,0.0,2.01,3.92,0.0
20050125:1200,0.0,0.0,2.08,4.07,0.0
20050125:1300,0.0,0.0,2.42,4.04,0.0
20050125:1400,0.0,0.0,2.75,4.0,0.0
20050125:1500,404.45,7.53,3.09,3.97,0.0
20050125:1600,710.73,16.91,5.51,3.69,0.0
20050125:1700,935.81,24.66,7.93,3.4,0.0
20050125:1800,1079.64,30.08,10.35,3.12,0.0
20050125:1900,1140.95,32.5,11.29,2.73,0.0
20050125:2000,1117.22,31.54,12.23,2.34,0.0
20050125:2100,1008.42,27.35,13.17,1.94,0.0
20050125:2200,819.56,20.53,12.26,1.86,0.0
20050125:2300,554.46,11.78,11.34,1.78,0.0
20050126:0000,10.08,1.93,10.42,1.7,0.0
20050126:0100,0.0,0.0,8.1,1.54,0.0
20050126:0200,0.0,0.0,5.77,1.38,0.0
20050126:0300,0.0,0.0,3.45,1.23,0.0
20050126:0400,0.0,0.0,2.72,1.36,0.0
20050126:0500,0.0,0.0,1.98,1.49,0.0
20050126:0600,0.0,0.0,1.25,1.63,0.0
20050126:0700,0.0,0.0,1.1,1.71,0.0
20050126:0800,0.0,0.0,0.94,1.8,0.0
20050126:0900,0.0,0.0,0.79,1.89,0.0
20050126:1000,0.0,0.0,0.75,1.93,0.0
20050126:1100,0.0,0.0,0.71,1.96,0.0
20050126:1200,0.0,0.0,0.67,2.0,0.0
20050126:1300,0.0,0.0,0.93,1.99,0.0
20050126:1400,0.0,0.0,1.19,1.98,0.0
20050126:1500,241.78,7.67,1.45,1.97,0.0
20050126:1600,423.77,17.08,4.27,1.62,0.0
20050126:1700,464.83,24.85,7.1,1.26,0.0
20050126:1800,347.02,30.3,9.93,0.91,0.0
20050126:1900,431.5,32.75,10.45,1.37,0.0
20050126:2000,144.93,31.8,10.97,1.82,0.0
20050126:2100,72.37,27.6,11.49,2.28,0.0
20050126:2200,45.62,20.76,9.59,2.48,0.0
20050126:2300,29.89,12.0,7.69,2.68,0.0
20050127:0000,3.36,2.14,5.79,2.88,0.0
20050127:0100,0.0,0.0,5.25,2.74,0.0
20050127:0200,0.0,0.0,4.71,2.59,0.0
20050127:0300,0.0,0.0,4.17,2.44,0.0
20050127:0400,0.0,0.0,3.6,2.42,0.0
20050127:0500,0.0,0.0,3.02,2.4,0.0
20050127:0600,0.0,0.0,2.45,2.39,0.0
20050127:0700,0.0,0.0,2.32,2.34,0.0
20050127:0800,0.0,0.0,2.19,2.3,0.0
20050127:0900,0.0,0.0,2.06,2.26,0.0
20050127:1000,0.0,0.0,2.04,2.22,0.0
20050127:1100,0.0,0.0,2.03,2.18,0.0
20050127:1200,0.0,0.0,2.01,2.14,0.0
20050127:1300,0.0,0.0,2.35,2.1,0.0
20050127:1400,0.0,0.0,2.68,2.06,0.0
20050127:1500,22.81,7.81,3.02,2.03,0.0
20050127:1600,118.84,17.24,4.81,2.05,0.0
20050127:1700,569.03,25.05,6.61,2.07,0.0
20050127:1800,756.38,30.53,8.4,2.1,0.0
20050127:1900,762.86,33.0,8.92,2.29,0.0
20050127:2000,680.57,32.06,9.43,2.47,0.0
20050127:2100,460.94,27.86,9.94,2.66,0.0
20050127:2200,494.73,21.01,8.18,2.64,0.0
20050127:2300,201.33,12.23,6.41,2.63,0.0
20050128:0000,11.43,2.35,4.64,2.61,0.0
20050128:0100,0.0,0.0,4.33,2.31,0.0
20050128:0200,0.0,0.0,4.02,2.01,0.0
20050128:0300,0.0,0.0,3.71,1.71,0.0
20050128:0400,0.0,0.0,3.71,1.82,0.0
20050128:0500,0.0,0.0,3.7,1.92,0.0
20050128:0600,0.0,0.0,3.7,2.03,0.0
20050128:0700,0.0,0.0,3.66,2.02,0.0
20050128:0800,0.0,0.0,3.61,2.02,0.0
20050128:0900,0.0,0.0,3.57,2.01,0.0
20050128:1000,0.0,0.0,3.62,2.28,0.0
20050128:1100,0.0,0.0,3.67,2.54,0.0
20050128:1200,0.0,0.0,3.72,2.8,0.0
20050128:1300,0.0,0.0,3.38,3.02,0.0
20050128:1400,0.0,0.0,3.03,3.23,0.0
20050128:1500,130.33,7.96,2.69,3.45,0.0
20050128:1600,284.76,17.42,4.17,3.52,0.0
20050128:1700,523.0,25.25,5.66,3.59,0.0
20050128:1800,604.74,30.77,7.15,3.66,0.0
20050128:1900,678.67,33.26,7.61,3.43,0.0
20050128:2000,661.17,32.32,8.06,3.2,0.0
20050128:2100,564.49,28.11,8.51,2.98,0.0
20050128:2200,433.47,21.25,7.53,2.72,0.0
20050128:2300,547.24,12.46,6.55,2.46,0.0
20050129:0000,20.84,2.57,5.56,2.21,0.0
20050129:0100,0.0,0.0,4.15,1.73,0.0
20050129:0200,0.0,0.0,2.73,1.26,0.0
20050129:0300,0.0,0.0,1.32,0.79,0.0
20050129:0400,0.0,0.0,0.93,0.98,0.0
20050129:0500,0.0,0.0,0.54,1.17,0.0
20050129:0600,0.0,0.0,0.15,1.37,0.0
20050129:0700,0.0,0.0,0.2,1.26,0.0
20050129:0800,0.0,0.0,0.25,1.16,0.0
20050129:0900,0.0,0.0,0.3,1.06,0.0
20050129:1000,0.0,0.0,0.4,0.96,0.0
20050129:1100,0.0,0.0,0.5,0.86,0.0
20050129:1200,0.0,0.0,0.59,0.76,0.0
20050129:1300,0.0,0.0,1.08,0.63,0.0
20050129:1400,0.0,0.0,1.57,0.5,0.0
20050129:1500,14.16,8.11,2.06,0.37,0.0
20050129:1600,52.7,17.6,2.96,0.9,0.0
20050129:1700,114.91,25.46,3.87,1.42,0.0
20050129:1800,77.09,31.01,4.77,1.94,0.0
20050129:1900,134.41,33.52,4.87,2.44,0.0
20050129:2000,325.23,32.59,4.96,2.94,0.0
20050129:2100,138.21,28.38,5.05,3.43,0.0
20050129:2200,114.26,21.5,4.14,3.39,0.0
20050129:2300,31.46,12.69,3.23,3.34,0.0
20050130:0000,4.03,2.78,2.32,3.3,0.0
20050130:0100,0.0,0.0,1.5,3.14,0.0
20050130:0200,0.0,0.0,0.67,2.97,0.0
20050130:0300,0.0,0.0,-0.15,2.81,0.0
20050130:0400,0.0,0.0,0.45,3.09,0.0
20050130:0500,0.0,0.0,1.04,3.37,0.0
20050130:0600,0.0,0.0,1.64,3.66,0.0
20050130:0700,0.0,0.0,1.75,3.64,0.0
20050130:0800,0.0,0.0,1.87,3.63,0.0
20050130:0900,0.0,0.0,1.98,3.61,0.0
20050130:1000,0.0,0.0,2.07,3.48,0.0
20050130:1100,0.0,0.0,2.16,3.35,0.0
20050130:1200,0.0,0.0,2.24,3.21,0.0
20050130:1300,0.0,0.0,2.27,2.77,0.0
20050130:1400,0.0,0.0,2.31,2.33,0.0
20050130:1500,2.36,8.27,2.34,1.89,0.0
20050130:1600,3.93,17.79,2.29,1.88,0.0
20050130:1700,285.19,25.68,2.25,1.87,0.0
20050130:1800,187.01,31.26,2.21,1.86,0.0
20050130:1900,232.96,33.79,2.54,2.03,0.0
20050130:2000,168.66,32.87,2.87,2.19,0.0
20050130:2100,149.08,28.65,3.19,2.36,0.0
20050130:2200,18.09,21.75,1.97,2.08,0.0
20050130:2300,10.23,12.92,0.75,1.8,0.0
20050131:0000,1.34,3.0,-0.47,1.52,0.0
20050131:0100,0.0,0.0,-0.66,1.15,0.0
20050131:0200,0.0,0.0,-0.86,0.79,0.0
20050131:0300,0.0,0.0,-1.05,0.43,0.0
20050131:0400,0.0,0.0,-0.98,0.57,0.0
20050131:0500,0.0,0.0,-0.92,0.71,0.0
20050131:0600,0.0,0.0,-0.85,0.86,0.0
20050131:0700,0.0,0.0,-0.66,1.04,0.0
20050131:0800,0.0,0.0,-0.48,1.22,0.0
20050131:0900,0.0,0.0,-0.29,1.41,0.0
20050131:1000,0.0,0.0,-0.36,1.49,0.0
20050131:1100,0.0,0.0,-0.42,1.58,0.0
20050131:1200,0.0,0.0,-0.49,1.67,0.0
20050131:1300,0.0,0.0,-0.13,1.81,0.0
20050131:1400,0.0,0.0,0.22,1.95,0.0
20050131:1500,113.63,8.44,0.58,2.1,0.0
20050131:1600,42.48,17.98,0.96,2.32,0.0
20050131:1700,133.83,25.9,1.34,2.54,0.0
20050131:1800,137.52,31.51,1.72,2.76,0.0
20050131:1900,320.09,34.07,1.8,2.57,0.0
20050131:2000,143.64,33.15,1.87,2.37,0.0
20050131:2100,116.94,28.92,1.94,2.18,0.0
20050131:2200,829.85,22.0,0.75,2.11,0.0
20050131:2300,119.24,13.15,-0.45,2.04,0.0
20050201:0000,12.77,3.22,-1.65,1.97,0.0
20050201:0100,0.0,0.0,-2.01,1.82,0.0
20050201:0200,0.0,0.0,-2.38,1.66,0.0
20050201:0300,0.0,0.0,-2.74,1.5,0.0
20050201:0400,0.0,0.0,-2.74,1.57,0.0
20050201:0500,0.0,0.0,-2.75,1.63,0.0
20050201:0600,0.0,0.0,-2.75,1.7,0.0
20050201:0700,0.0,0.0,-2.87,1.69,0.0
20050201:0800,0.0,0.0,-2.98,1.68,0.0
20050201:0900,0.0,0.0,-3.1,1.67,0.0
20050201:1000,0.0,0.0,-3.45,1.72,0.0
20050201:1100,0.0,0.0,-3.81,1.78,0.0
20050201:1200,0.0,0.0,-4.16,1.83,0.0
20050201:1300,0.0,0.0,-3.9,1.81,0.0
20050201:1400,0.0,0.0,-3.63,1.79,0.0
20050201:1500,273.04,8.61,-3.37,1.77,0.0
20050201:1600,715.14,18.18,-1.65,1.52,0.0
20050201:1700,938.6,26.13,0.06,1.27,0.0
20050201:1800,1086.16,31.77,1.78,1.02,0.0
20050201:1900,1151.06,34.35,2.18,1.42,0.0
20050201:2000,1128.81,33.43,2.58,1.81,0.0
20050201:2100,1021.31,29.19,2.98,2.21,0.0
20050201:2200,47.19,22.26,1.73,2.07,0.0
20050201:2300,56.63,13.39,0.47,1.93,0.0
20050202:0000,14.11,3.44,-0.78,1.79,0.0
20050202:0100,0.0,0.0,-1.77,1.54,0.0
20050202:0200,0.0,0.0,-2.75,1.28,0.0
20050202:0300,0.0,0.0,-3.74,1.02,0.0
20050202:0400,0.0,0.0,-4.4,1.51,0.0
20050202:0500,0.0,0.0,-5.07,2.0,0.0
20050202:0600,0.0,0.0,-5.73,2.48,0.0
20050202:0700,0.0,0.0,-7.15,2.76,0.0
20050202:0800,0.0,0.0,-8.56,3.03,0.0
20050202:0900,0.0,0.0,-9.98,3.31,0.0
20050202:1000,0.0,0.0,-10.49,3.3,0.0
20050202:1100,0.0,0.0,-11.0,3.29,0.0
20050202:1200,0.0,0.0,-11.51,3.28,0.0
20050202:1300,0.0,0.0,-10.45,3.19,0.0
20050202:1400,0.0,0.0,-9.4,3.09,0.0
20050202:1500,426.86,8.78,-8.34,2.99,0.0
20050202:1600,725.43,18.38,-4.69,2.84,0.0
20050202:1700,946.22,26.37,-1.04,2.68,0.0
20050202:1800,1090.51,32.03,2.62,2.52,0.0
20050202:1900,1153.18,34.63,3.56,2.39,0.0
20050202:2000,1132.79,33.72,4.5,2.25,0.0
20050202:2100,1025.94,29.47,5.44,2.11,0.0
20050202:2200,843.41,22.52,4.85,1.75,0.0
20050202:2300,586.36,13.63,4.25,1.39,0.0
20050203:0000,14.11,3.66,3.66,1.03,0.0
20050203:0100,0.0,0.0,1.8,1.48,0.0
20050203:0200,0.0,0.0,-0.07,1.92,0.0
20050203:0300,0.0,0.0,-1.93,2.36,0.0
20050203:0400,0.0,0.0,-4.44,2.47,0.0
20050203:0500,0.0,0.0,-6.96,2.58,0.0
20050203:0600,0.0,0.0,-9.47,2.69,0.0
20050203:0700,0.0,0.0,-9.45,2.83,0.0
20050203:0800,0.0,0.0,-9.42,2.97,0.0
20050203:0900,0.0,0.0,-9.4,3.1,0.0
20050203:1000,0.0,0.0,-9.32,3.09,0.0
20050203:1100,0.0,0.0,-9.23,3.09,0.0
20050203:1200,0.0,0.0,-9.15,3.08,0.0
20050203:1300,0.0,0.0,-8.01,2.94,0.0
20050203:1400,0.0,0.0,-6.87,2.81,0.0
20050203:1500,412.74,8.97,-5.73,2.68,0.0
20050203:1600,706.51,18.59,-1.46,2.27,0.0
20050203:1700,926.98,26.61,2.81,1.87,0.0
20050203:1800,1072.33,32.3,7.08,1.46,0.0
20050203:1900,1136.82,34.92,7.7,1.32,0.0
20050203:2000,1116.24,34.02,8.32,1.19,0.0
20050203:2100,1010.79,29.75,8.95,1.05,0.0
20050203:2200,829.31,22.78,7.7,1.27,0.0
20050203:2300,572.73,13.87,6.45,1.5,0.0
20050204:0000,14.79,3.88,5.21,1.72,0.0
20050204:0100,0.0,0.0,4.0,1.97,0.0
20050204:0200,0.0,0.0,2.8,2.22,0.0
20050204:0300,0.0,0.0,1.59,2.47,0.0
20050204:0400,0.0,0.0,-0.39,2.46,0.0
20050204:0500,0.0,0.0,-2.36,2.46,0.0
20050204:0600,0.0,0.0,-4.34,2.46,0.0
20050204:0700,0.0,0.0,-5.3,2.65,0.0
20050204:0800,0.0,0.0,-6.26,2.84,0.0
20050204:0900,0.0,0.0,-7.22,3.03,0.0
20050204:1000,0.0,0.0,-7.74,3.09,0.0
20050204:1100,0.0,0.0,-8.26,3.14,0.0
20050204:1200,0.0,0.0,-8.78,3.19,0.0
20050204:1300,0.0,0.0,-7.7,3.15,0.0
20050204:1400,0.0,0.0,-6.62,3.11,0.0
20050204:1500,440.88,9.15,-5.54,3.08,0.0
20050204:1600,739.2,18.8,-0.97,2.77,0.0
20050204:1700,964.11,26.85,3.6,2.47,0.0
20050204:1800,1108.16,32.58,8.18,2.17,0.0
20050204:1900,1170.18,35.21,8.88,1.97,0.0
20050204:2000,1144.06,34.31,9.59,1.77,0.0
20050204:2100,1032.3,30.03,10.3,1.57,0.0
20050204:2200,845.06,23.04,9.62,1.77,0.0
20050204:2300,586.1,14.11,8.94,1.97,0.0
20050205:0000,15.46,4.1,8.26,2.17,0.0
20050205:0100,0.0,0.0,5.24,2.42,0.0
20050205:0200,0.0,0.0,2.21,2.67,0.0
20050205:0300,0.0,0.0,-0.81,2.92,0.0
20050205:0400,0.0,0.0,-1.77,2.95,0.0
20050205:0500,0.0,0.0,-2.72,2.98,0.0
20050205:0600,0.0,0.0,-3.68,3.01,0.0
20050205:0700,0.0,0.0,-4.23,3.14,0.0
20050205:0800,0.0,0.0,-4.79,3.28,0.0
20050205:0900,0.0,0.0,-5.34,3.42,0.0
20050205:1000,0.0,0.0,-4.93,3.43,0.0
20050205:1100,0.0,0.0,-4.53,3.44,0.0
20050205:1200,0.0,0.0,-4.12,3.45,0.0
20050205:1300,0.0,0.0,-3.85,3.43,0.0
20050205:1400,0.0,0.0,-3.58,3.42,0.0
20050205:1500,430.02,9.35,-3.31,3.41,0.0
20050205:1600,724.82,19.02,0.56,3.13,0.0
20050205:1700,946.72,27.1,4.43,2.85,0.0
20050205:1800,1091.66,32.86,8.3,2.57,0.0
20050205:1900,805.01,35.51,9.15,2.45,0.0
20050205:2000,775.73,34.61,10.01,2.34,0.0
20050205:2100,737.2,30.32,10.87,2.22,0.0
20050205:2200,479.96,23.31,9.33,1.99,0.0
20050205:2300,105.26,14.35,7.79,1.75,0.0
20050206:0000,14.79,4.32,6.26,1.52,0.0
20050206:0100,0.0,0.0,4.57,1.89,0.0
20050206:0200,0.0,0.0,2.89,2.27,0.0
20050206:0300,0.0,0.0,1.2,2.65,0.0
20050206:0400,0.0,0.0,1.27,2.73,0.0
20050206:0500,0.0,0.0,1.33,2.8,0.0
20050206:0600,0.0,0.0,1.4,2.88,0.0
20050206:0700,0.0,0.0,1.42,2.99,0.0
20050206:0800,0.0,0.0,1.43,3.09,0.0
20050206:0900,0.0,0.0,1.45,3.2,0.0
20050206:1000,0.0,0.0,1.25,3.14,0.0
20050206:1100,0.0,0.0,1.06,3.09,0.0
20050206:1200,0.0,0.0,0.86,3.03,0.0
20050206:1300,0.0,0.0,1.21,2.82,0.0
20050206:1400,0.0,0.0,1.57,2.6,0.0
20050206:1500,36.18,9.54,1.92,2.39,0.0
20050206:1600,218.23,19.24,2.81,2.44,0.0
20050206:1700,454.19,27.35,3.7,2.5,0.0
20050206:1800,250.42,33.14,4.59,2.55,0.0
20050206:1900,299.64,35.82,4.9,2.29,0.0
20050206:2000,506.45,34.92,5.22,2.04,0.0
20050206:2100,371.85,30.61,5.54,1.78,0.0
20050206:2200,326.68,23.57,4.7,1.94,0.0
20050206:2300,51.13,14.59,3.85,2.11,0.0
20050207:0000,16.13,4.55,3.01,2.28,0.0
20050207:0100,0.0,0.0,1.88,2.23,0.0
20050207:0200,0.0,0.0,0.74,2.18,0.0
20050207:0300,0.0,0.0,-0.39,2.14,0.0
20050207:0400,0.0,0.0,-0.51,2.1,0.0
20050207:0500,0.0,0.0,-0.63,2.06,0.0
20050207:0600,0.0,0.0,-0.75,2.01,0.0
20050207:0700,0.0,0.0,-0.84,1.87,0.0
20050207:0800,0.0,0.0,-0.92,1.73,0.0
20050207:0900,0.0,0.0,-1.01,1.59,0.0
20050207:1000,0.0,0.0,-1.1,1.52,0.0
20050207:1100,0.0,0.0,-1.19,1.46,0.0
20050207:1200,0.0,0.0,-1.28,1.39,0.0
20050207:1300,0.0,0.0,-0.64,1.33,0.0
20050207:1400,0.0,0.0,-0.01,1.26,0.0
20050207:1500,16.52,9.75,0.63,1.2,0.0
20050207:1600,100.42,19.47,2.09,1.64,0.0
20050207:1700,178.86,27.62,3.55,2.08,0.0
20050207:1800,132.4,33.43,5.01,2.52,0.0
20050207:1900,650.3,36.13,5.38,3.06,0.0
20050207:2000,142.17,35.23,5.75,3.6,0.0
20050207:2100,102.72,30.91,6.12,4.14,0.0
20050207:2200,82.59,23.84,5.36,3.54,0.0
20050207:2300,33.82,14.84,4.6,2.95,0.0
20050208:0000,19.49,4.77,3.84,2.36,0.0
20050208:0100,0.0,0.0,2.76,2.42,0.0
20050208:0200,0.0,0.0,1.67,2.49,0.0
20050208:0300,0.0,0.0,0.59,2.55,0.0
20050208:0400,0.0,0.0,0.29,2.51,0.0
20050208:0500,0.0,0.0,-0.02,2.47,0.0
20050208:0600,0.0,0.0,-0.32,2.43,0.0
20050208:0700,0.0,0.0,-0.42,2.26,0.0
20050208:0800,0.0,0.0,-0.51,2.09,0.0
20050208:0900,0.0,0.0,-0.61,1.92,0.0
20050208:1000,0.0,0.0,-1.01,1.71,0.0
20050208:1100,0.0,0.0,-1.4,1.5,0.0
20050208:1200,0.0,0.0,-1.8,1.3,0.0
20050208:1300,0.0,0.0,-1.61,1.32,0.0
20050208:1400,0.0,0.0,-1.42,1.35,0.0
20050208:1500,9.44,9.95,-1.23,1.38,0.0
20050208:1600,503.05,19.71,0.36,1.49,0.0
20050208:1700,618.81,27.88,1.95,1.61,0.0
20050208:1800,293.35,33.72,3.54,1.72,0.0
20050208:1900,351.99,36.44,4.25,1.6,0.0
20050208:2000,342.03,35.54,4.96,1.49,0.0
20050208:2100,132.58,31.2,5.67,1.37,0.0
20050208:2200,272.25,24.11,4.07,1.56,0.0
20050208:2300,438.48,15.08,2.47,1.76,0.0
20050209:0000,21.51,4.99,0.87,1.96,0.0
20050209:0100,0.0,0.0,0.15,1.77,0.0
20050209:0200,0.0,0.0,-0.56,1.57,0.0
20050209:0300,0.0,0.0,-1.28,1.38,0.0
20050209:0400,0.0,0.0,-2.6,1.31,0.0
20050209:0500,0.0,0.0,-3.91,1.25,0.0
20050209:0600,0.0,0.0,-5.23,1.19,0.0
20050209:0700,0.0,0.0,-6.19,1.65,0.0
20050209:0800,0.0,0.0,-7.14,2.11,0.0
20050209:0900,0.0,0.0,-8.1,2.57,0.0
20050209:1000,0.0,0.0,-8.8,2.67,0.0
20050209:1100,0.0,0.0,-9.49,2.78,0.0
20050209:1200,0.0,0.0,-10.19,2.88,0.0
20050209:1300,0.0,0.0,-9.2,2.88,0.0
20050209:1400,0.0,0.0,-8.21,2.87,0.0
20050209:1500,446.94,10.17,-7.22,2.87,0.0
20050209:1600,742.93,19.95,-3.66,2.74,0.0
20050209:1700,970.28,28.15,-0.11,2.62,0.0
20050209:1800,1122.69,34.02,3.45,2.5,0.0
20050209:1900,1192.14,36.76,4.55,2.56,0.0
20050209:2000,1170.11,35.86,5.66,2.63,0.0
20050209:2100,1062.55,31.5,6.77,2.69,0.0
20050209:2200,876.85,24.38,5.97,2.33,0.0
20050209:2300,618.14,15.33,5.17,1.96,0.0
20050210:0000,18.15,5.22,4.38,1.6,0.0
20050210:0100,0.0,0.0,2.38,1.87,0.0
20050210:0200,0.0,0.0,0.38,2.13,0.0
20050210:0300,0.0,0.0,-1.62,2.4,0.0
20050210:0400,0.0,0.0,-1.92,2.55,0.0
20050210:0500,0.0,0.0,-2.21,2.7,0.0
20050210:0600,0.0,0.0,-2.51,2.86,0.0
20050210:0700,0.0,0.0,-2.82,2.94,0.0
20050210:0800,0.0,0.0,-3.12,3.02,0.0
20050210:0900,0.0,0.0,-3.43,3.1,0.0
20050210:1000,0.0,0.0,-3.55,3.11,0.0
20050210:1100,0.0,0.0,-3.66,3.11,0.0
20050210:1200,0.0,0.0,-3.78,3.12,0.0
20050210:1300,0.0,0.0,-3.06,3.02,0.0
20050210:1400,0.0,0.0,-2.34,2.92,0.0
20050210:1500,213.88,10.39,-1.62,2.83,0.0
20050210:1600,453.33,20.19,1.89,2.57,0.0
20050210:1700,680.06,28.43,5.39,2.3,0.0
20050210:1800,827.54,34.33,8.9,2.04,0.0
20050210:1900,820.95,37.08,10.11,1.54,0.0
20050210:2000,707.46,36.18,11.33,1.04,0.0
20050210:2100,641.18,31.8,12.55,0.54,0.0
20050210:2200,435.98,24.66,11.41,1.33,0.0
20050210:2300,156.21,15.57,10.27,2.12,0.0
20050211:0000,22.85,5.44,9.13,2.91,0.0
20050211:0100,0.0,0.0,7.35,2.52,0.0
20050211:0200,0.0,0.0,5.58,2.14,0.0
20050211:0300,0.0,0.0,3.8,1.75,0.0
20050211:0400,0.0,0.0,3.36,1.47,0.0
20050211:0500,0.0,0.0,2.91,1.19,0.0
20050211:0600,0.0,0.0,2.47,0.91,0.0
20050211:0700,0.0,0.0,2.33,1.33,0.0
20050211:0800,0.0,0.0,2.2,1.75,0.0
20050211:0900,0.0,0.0,2.06,2.17,0.0
20050211:1000,0.0,0.0,1.61,2.11,0.0
20050211:1100,0.0,0.0,1.15,2.05,0.0
20050211:1200,0.0,0.0,0.7,1.99,0.0
20050211:1300,0.0,0.0,1.35,1.99,0.0
20050211:1400,0.0,0.0,2.0,1.99,0.0
20050211:1500,36.97,10.61,2.65,1.99,0.0
20050211:1600,387.06,20.44,5.06,1.76,0.0
20050211:1700,485.22,28.71,7.46,1.54,0.0
20050211:1800,676.8,34.64,9.87,1.31,0.0
20050211:1900,769.25,37.4,10.65,1.65,0.0
20050211:2000,657.21,36.5,11.43,1.98,0.0
20050211:2100,274.22,32.1,12.21,2.32,0.0
20050211:2200,179.69,24.93,10.21,2.27,0.0
20050211:2300,219.94,15.82,8.21,2.23,0.0
20050212:0000,21.51,5.67,6.22,2.18,0.0
20050212:0100,0.0,0.0,5.43,2.32,0.0
20050212:0200,0.0,0.0,4.63,2.46,0.0
20050212:0300,0.0,0.0,3.84,2.61,0.0
20050212:0400,0.0,0.0,3.81,2.61,0.0
20050212:0500,0.0,0.0,3.77,2.61,0.0
20050212:0600,0.0,0.0,3.74,2.61,0.0
