time,G(i),H_sun,T2m,WS10m,Int
20141110:1100,0.0,0.0,5.88,3.09,0.0
20141110:1200,0.0,0.0,6.28,3.1,0.0
20141110:1300,0.0,0.0,7.34,3.25,0.0
20141110:1400,192.84,3.31,8.4,3.4,0.0
20141110:1500,560.44,13.48,9.46,3.54,0.0
20141110:1600,813.9,22.34,12.01,3.82,0.0
20141110:1700,992.36,29.25,14.55,4.09,0.0
20141110:1800,1089.92,33.47,17.1,4.36,0.0
20141110:1900,1103.37,34.35,17.0,4.28,0.0
20141110:2000,411.7,31.75,16.91,4.2,0.0
20141110:2100,170.57,26.09,16.81,4.12,0.0
20141110:2200,223.31,18.12,14.72,4.87,0.0
20141110:2300,2.36,8.54,12.63,5.61,0.0
20141111:0000,0.0,0.0,10.54,6.36,0.0
20141111:0100,0.0,0.0,9.11,5.81,0.0
20141111:0200,0.0,0.0,7.68,5.26,0.0
20141111:0300,0.0,0.0,6.24,4.72,0.0
20141111:0400,0.0,0.0,4.52,4.27,0.0
20141111:0500,0.0,0.0,2.8,3.82,0.0
20141111:0600,0.0,0.0,1.08,3.37,0.0
20141111:0700,0.0,0.0,0.71,3.27,0.0
20141111:0800,0.0,0.0,0.34,3.18,0.0
20141111:0900,0.0,0.0,-0.03,3.09,0.0
20141111:1000,0.0,0.0,-0.33,3.07,0.0
20141111:1100,0.0,0.0,-0.63,3.04,0.0
20141111:1200,0.0,0.0,-0.93,3.02,0.0
20141111:1300,0.0,0.0,0.09,2.86,0.0
20141111:1400,4.72,3.1,1.12,2.71,0.0
20141111:1500,44.84,13.25,2.14,2.55,0.0
20141111:1600,70.79,22.09,4.69,2.86,0.0
20141111:1700,99.11,28.98,7.25,3.18,0.0
20141111:1800,120.35,33.19,9.8,3.49,0.0
20141111:1900,135.57,34.08,11.27,3.8,0.0
20141111:2000,92.03,31.49,12.74,4.11,0.0
20141111:2100,70.01,25.86,14.21,4.43,0.0
20141111:2200,37.76,17.92,12.77,4.12,0.0
20141111:2300,10.23,8.36,11.33,3.81,0.0
20141112:0000,0.0,0.0,9.88,3.5,0.0
20141112:0100,0.0,0.0,8.2,3.53,0.0
20141112:0200,0.0,0.0,6.51,3.55,0.0
20141112:0300,0.0,0.0,4.82,3.57,0.0
20141112:0400,0.0,0.0,4.14,3.79,0.0
20141112:0500,0.0,0.0,3.46,4.0,0.0
20141112:0600,0.0,0.0,2.77,4.22,0.0
20141112:0700,0.0,0.0,2.31,4.25,0.0
20141112:0800,0.0,0.0,1.85,4.28,0.0
20141112:0900,0.0,0.0,1.39,4.3,0.0
20141112:1000,0.0,0.0,0.94,4.24,0.0
20141112:1100,0.0,0.0,0.5,4.18,0.0
20141112:1200,0.0,0.0,0.06,4.12,0.0
20141112:1300,0.0,0.0,0.08,4.23,0.0
20141112:1400,171.94,2.89,0.11,4.34,0.0
20141112:1500,540.45,13.02,0.13,4.46,0.0
20141112:1600,72.37,21.84,1.2,4.62,0.0
20141112:1700,125.57,28.72,2.27,4.78,0.0
20141112:1800,1081.94,32.91,3.34,4.94,0.0
20141112:1900,1103.16,33.8,3.88,4.64,0.0
20141112:2000,64.5,31.24,4.43,4.34,0.0
20141112:2100,14.16,25.64,4.98,4.04,0.0
20141112:2200,23.6,17.72,3.46,3.66,0.0
20141112:2300,26.74,8.19,1.94,3.28,0.0
20141113:0000,0.0,0.0,0.42,2.9,0.0
20141113:0100,0.0,0.0,-1.48,2.88,0.0
20141113:0200,0.0,0.0,-3.38,2.86,0.0
20141113:0300,0.0,0.0,-5.29,2.84,0.0
20141113:0400,0.0,0.0,-5.63,2.06,0.0
20141113:0500,0.0,0.0,-5.97,1.29,0.0
20141113:0600,0.0,0.0,-6.31,0.51,0.0
20141113:0700,0.0,0.0,-5.84,0.75,0.0
20141113:0800,0.0,0.0,-5.38,0.99,0.0
20141113:0900,0.0,0.0,-4.91,1.23,0.0
20141113:1000,0.0,0.0,-4.49,1.44,0.0
20141113:1100,0.0,0.0,-4.07,1.65,0.0
20141113:1200,0.0,0.0,-3.64,1.86,0.0
20141113:1300,0.0,0.0,-2.95,1.92,0.0
20141113:1400,165.61,2.68,-2.26,1.98,0.0
20141113:1500,548.56,12.8,-1.57,2.04,0.0
20141113:1600,798.82,21.59,1.35,2.08,0.0
20141113:1700,427.57,28.45,4.28,2.12,0.0
20141113:1800,313.87,32.64,7.2,2.17,0.0
20141113:1900,417.51,33.54,8.93,2.05,0.0
20141113:2000,1035.09,30.99,10.67,1.93,1.0
20141113:2100,890.98,25.42,12.4,1.81,0.0
20141113:2200,673.16,17.53,10.84,1.9,0.0
20141113:2300,177.31,8.03,9.28,1.99,0.0
20141114:0000,0.0,0.0,7.71,2.08,0.0
20141114:0100,0.0,0.0,6.73,1.48,0.0
20141114:0200,0.0,0.0,5.75,0.87,0.0
20141114:0300,0.0,0.0,4.77,0.26,0.0
20141114:0400,0.0,0.0,4.42,0.46,0.0
20141114:0500,0.0,0.0,4.07,0.67,0.0
20141114:0600,0.0,0.0,3.71,0.87,0.0
20141114:0700,0.0,0.0,3.28,0.91,0.0
20141114:0800,0.0,0.0,2.85,0.96,0.0
20141114:0900,0.0,0.0,2.42,1.01,0.0
20141114:1000,0.0,0.0,2.52,0.93,0.0
20141114:1100,0.0,0.0,2.62,0.86,0.0
20141114:1200,0.0,0.0,2.72,0.79,0.0
20141114:1300,0.0,0.0,3.09,1.16,0.0
20141114:1400,24.38,2.47,3.47,1.53,0.0
20141114:1500,549.53,12.57,3.84,1.9,0.0
20141114:1600,232.44,21.35,6.24,1.38,0.0
20141114:1700,383.33,28.19,8.64,0.86,0.0
20141114:1800,511.9,32.37,11.04,0.34,0.0
20141114:1900,1102.03,33.28,11.74,1.05,0.0
20141114:2000,725.21,30.75,12.45,1.75,0.0
20141114:2100,438.27,25.21,13.15,2.46,0.0
20141114:2200,671.76,17.35,11.13,2.05,0.0
20141114:2300,372.17,7.88,9.11,1.65,0.0
20141115:0000,0.0,0.0,7.09,1.24,0.0
20141115:0100,0.0,0.0,6.0,1.21,0.0
20141115:0200,0.0,0.0,4.91,1.18,0.0
20141115:0300,0.0,0.0,3.82,1.14,0.0
20141115:0400,0.0,0.0,3.41,1.78,0.0
20141115:0500,0.0,0.0,3.0,2.41,0.0
20141115:0600,0.0,0.0,2.59,3.05,0.0
20141115:0700,0.0,0.0,2.28,3.26,0.0
20141115:0800,0.0,0.0,1.96,3.46,0.0
20141115:0900,0.0,0.0,1.65,3.67,0.0
20141115:1000,0.0,0.0,1.58,3.63,0.0
20141115:1100,0.0,0.0,1.51,3.6,0.0
20141115:1200,0.0,0.0,1.45,3.56,0.0
20141115:1300,0.0,0.0,2.3,3.65,0.0
20141115:1400,11.8,2.27,3.16,3.73,0.0
20141115:1500,553.57,12.35,4.01,3.82,0.0
20141115:1600,812.72,21.11,5.97,2.96,0.0
20141115:1700,995.29,27.94,7.94,2.09,0.0
20141115:1800,1101.15,32.11,9.9,1.23,0.0
20141115:1900,630.11,33.02,10.34,2.72,0.0
20141115:2000,639.01,30.52,10.79,4.21,0.0
20141115:2100,128.76,25.0,11.23,5.7,0.0
20141115:2200,165.27,17.17,9.67,5.29,0.0
20141115:2300,67.15,7.72,8.11,4.89,0.0
20141116:0000,0.0,0.0,6.55,4.48,0.0
20141116:0100,0.0,0.0,5.19,4.14,0.0
20141116:0200,0.0,0.0,3.82,3.8,0.0
20141116:0300,0.0,0.0,2.45,3.46,0.0
20141116:0400,0.0,0.0,1.65,2.82,0.0
20141116:0500,0.0,0.0,0.84,2.17,0.0
20141116:0600,0.0,0.0,0.03,1.53,0.0
20141116:0700,0.0,0.0,-0.67,1.55,0.0
20141116:0800,0.0,0.0,-1.38,1.58,0.0
20141116:0900,0.0,0.0,-2.08,1.6,0.0
20141116:1000,0.0,0.0,-2.74,1.37,0.0
20141116:1100,0.0,0.0,-3.4,1.15,0.0
20141116:1200,0.0,0.0,-4.05,0.92,0.0
20141116:1300,0.0,0.0,-4.29,0.83,0.0
20141116:1400,21.24,2.06,-4.53,0.74,0.0
20141116:1500,573.81,12.13,-4.77,0.65,0.0
20141116:1600,842.68,20.87,-2.84,1.14,0.0
20141116:1700,1037.28,27.69,-0.92,1.62,0.0
20141116:1800,1148.76,31.85,1.01,2.11,0.0
20141116:1900,1170.98,32.77,1.92,2.04,0.0
20141116:2000,1099.31,30.29,2.84,1.96,0.0
20141116:2100,943.33,24.8,3.76,1.89,0.0
20141116:2200,713.55,17.0,1.61,1.63,0.0
20141116:2300,401.27,7.58,-0.55,1.37,0.0
20141117:0000,0.0,0.0,-2.71,1.12,0.0
20141117:0100,0.0,0.0,-4.47,0.82,0.0
20141117:0200,0.0,0.0,-6.23,0.52,0.0
20141117:0300,0.0,0.0,-8.0,0.22,0.0
20141117:0400,0.0,0.0,-9.0,0.51,0.0
20141117:0500,0.0,0.0,-10.01,0.81,0.0
20141117:0600,0.0,0.0,-11.02,1.1,0.0
20141117:0700,0.0,0.0,-11.25,1.3,0.0
20141117:0800,0.0,0.0,-11.49,1.5,0.0
20141117:0900,0.0,0.0,-11.72,1.7,0.0
20141117:1000,0.0,0.0,-11.66,2.67,0.0
20141117:1100,0.0,0.0,-11.6,3.64,0.0
20141117:1200,0.0,0.0,-11.54,4.61,0.0
20141117:1300,0.0,0.0,-10.01,4.53,0.0
20141117:1400,11.01,1.86,-8.47,4.46,0.0
20141117:1500,584.79,11.91,-6.94,4.39,0.0
20141117:1600,854.45,20.64,-3.48,3.99,0.0
20141117:1700,1041.81,27.44,-0.02,3.6,0.0
20141117:1800,1147.17,31.6,3.44,3.2,0.0
20141117:1900,1165.35,32.52,4.46,3.03,0.0
20141117:2000,1097.21,30.06,5.48,2.85,0.0
20141117:2100,944.75,24.61,6.5,2.68,0.0
20141117:2200,716.44,16.84,4.13,1.97,0.0
20141117:2300,408.15,7.44,1.76,1.26,0.0
20141118:0000,0.0,0.0,-0.62,0.55,0.0
20141118:0100,0.0,0.0,-2.88,1.02,0.0
20141118:0200,0.0,0.0,-5.15,1.49,0.0
20141118:0300,0.0,0.0,-7.42,1.96,0.0
20141118:0400,0.0,0.0,-8.0,2.4,0.0
20141118:0500,0.0,0.0,-8.58,2.83,0.0
20141118:0600,0.0,0.0,-9.16,3.27,0.0
20141118:0700,0.0,0.0,-9.57,3.63,0.0
20141118:0800,0.0,0.0,-9.98,3.99,0.0
20141118:0900,0.0,0.0,-10.39,4.34,0.0
20141118:1000,0.0,0.0,-10.48,4.4,0.0
20141118:1100,0.0,0.0,-10.56,4.46,0.0
20141118:1200,0.0,0.0,-10.64,4.51,0.0
20141118:1300,0.0,0.0,-8.88,4.54,0.0
20141118:1400,10.23,1.66,-7.11,4.57,0.0
20141118:1500,573.63,11.69,-5.35,4.59,0.0
20141118:1600,840.09,20.41,-1.38,4.16,0.0
20141118:1700,1027.05,27.19,2.59,3.73,0.0
20141118:1800,738.19,31.35,6.56,3.3,0.0
20141118:1900,536.87,32.28,7.68,3.55,0.0
20141118:2000,602.12,29.85,8.81,3.81,0.0
20141118:2100,501.65,24.42,9.94,4.07,0.0
20141118:2200,706.32,16.68,6.78,4.2,0.0
20141118:2300,143.0,7.31,3.62,4.34,0.0
20141119:0000,0.0,0.0,0.46,4.47,0.0
20141119:0100,0.0,0.0,-1.09,4.45,0.0
20141119:0200,0.0,0.0,-2.65,4.43,0.0
20141119:0300,0.0,0.0,-4.21,4.41,0.0
20141119:0400,0.0,0.0,-4.83,4.56,0.0
20141119:0500,0.0,0.0,-5.46,4.7,0.0
20141119:0600,0.0,0.0,-6.09,4.84,0.0
20141119:0700,0.0,0.0,-6.36,4.69,0.0
20141119:0800,0.0,0.0,-6.62,4.53,0.0
20141119:0900,0.0,0.0,-6.89,4.37,0.0
20141119:1000,0.0,0.0,-6.87,4.29,0.0
20141119:1100,0.0,0.0,-6.85,4.22,0.0
20141119:1200,0.0,0.0,-6.82,4.14,0.0
20141119:1300,0.0,0.0,-5.62,4.1,0.0
20141119:1400,10.23,1.46,-4.41,4.06,0.0
20141119:1500,557.21,11.48,-3.2,4.01,0.0
20141119:1600,825.26,20.18,1.06,3.66,0.0
20141119:1700,1012.21,26.95,5.32,3.3,0.0
20141119:1800,1115.52,31.11,9.58,2.94,0.0
20141119:1900,1133.44,32.05,10.41,2.12,0.0
20141119:2000,603.47,29.64,11.24,1.3,0.0
20141119:2100,915.83,24.24,12.07,0.48,0.0
20141119:2200,692.99,16.53,10.68,0.67,0.0
20141119:2300,380.82,7.18,9.28,0.85,0.0
20141120:0000,0.0,0.0,7.88,1.03,0.0
20141120:0100,0.0,0.0,4.03,1.74,0.0
20141120:0200,0.0,0.0,0.18,2.45,0.0
20141120:0300,0.0,0.0,-3.67,3.16,0.0
20141120:0400,0.0,0.0,-3.93,3.3,0.0
20141120:0500,0.0,0.0,-4.19,3.44,0.0
20141120:0600,0.0,0.0,-4.45,3.59,0.0
20141120:0700,0.0,0.0,-3.94,3.68,0.0
20141120:0800,0.0,0.0,-3.42,3.78,0.0
20141120:0900,0.0,0.0,-2.91,3.88,0.0
20141120:1000,0.0,0.0,-3.4,3.81,0.0
20141120:1100,0.0,0.0,-3.89,3.75,0.0
20141120:1200,0.0,0.0,-4.38,3.68,0.0
20141120:1300,0.0,0.0,-3.15,3.75,0.0
20141120:1400,0.0,0.0,-1.91,3.81,0.0
20141120:1500,4.72,11.27,-0.68,3.88,0.0
20141120:1600,804.38,19.95,3.15,3.31,0.0
20141120:1700,990.46,26.72,6.97,2.75,0.0
20141120:1800,1096.72,30.87,10.8,2.19,0.0
20141120:1900,1117.01,31.82,11.79,1.95,0.0
20141120:2000,338.19,29.43,12.79,1.71,1.0
20141120:2100,302.16,24.06,13.79,1.48,0.0
20141120:2200,350.6,16.38,12.27,2.06,0.0
20141120:2300,88.57,7.06,10.74,2.65,0.0
20141121:0000,0.0,0.0,9.21,3.24,0.0
20141121:0100,0.0,0.0,6.86,2.39,0.0
20141121:0200,0.0,0.0,4.5,1.54,0.0
20141121:0300,0.0,0.0,2.14,0.69,0.0
20141121:0400,0.0,0.0,1.0,1.26,0.0
20141121:0500,0.0,0.0,-0.14,1.84,0.0
20141121:0600,0.0,0.0,-1.29,2.41,0.0
20141121:0700,0.0,0.0,-1.97,2.7,0.0
20141121:0800,0.0,0.0,-2.64,2.98,0.0
20141121:0900,0.0,0.0,-3.32,3.27,0.0
20141121:1000,0.0,0.0,-3.53,3.4,0.0
20141121:1100,0.0,0.0,-3.73,3.54,0.0
20141121:1200,0.0,0.0,-3.93,3.67,0.0
20141121:1300,0.0,0.0,-2.96,3.75,0.0
20141121:1400,8.65,1.06,-1.98,3.83,0.0
20141121:1500,545.95,11.06,-1.0,3.9,0.0
20141121:1600,815.56,19.73,2.69,3.68,0.0
20141121:1700,1004.95,26.49,6.38,3.46,0.0
20141121:1800,1110.45,30.63,10.07,3.24,0.0
20141121:1900,1132.44,31.6,10.52,3.26,0.0
20141121:2000,1068.09,29.23,10.98,3.27,0.0
20141121:2100,921.2,23.89,11.44,3.28,0.0
20141121:2200,696.6,16.24,10.53,2.58,0.0
20141121:2300,382.1,6.94,9.62,1.89,0.0
20141122:0000,0.0,0.0,8.7,1.19,0.0
20141122:0100,0.0,0.0,5.45,1.43,0.0
20141122:0200,0.0,0.0,2.2,1.68,0.0
20141122:0300,0.0,0.0,-1.06,1.93,0.0
20141122:0400,0.0,0.0,-1.66,2.39,0.0
20141122:0500,0.0,0.0,-2.26,2.84,0.0
20141122:0600,0.0,0.0,-2.87,3.3,0.0
20141122:0700,0.0,0.0,-3.38,3.6,0.0
20141122:0800,0.0,0.0,-3.9,3.91,0.0
20141122:0900,0.0,0.0,-4.41,4.22,0.0
20141122:1000,0.0,0.0,-4.65,4.06,0.0
20141122:1100,0.0,0.0,-4.89,3.89,0.0
20141122:1200,0.0,0.0,-5.13,3.72,0.0
20141122:1300,0.0,0.0,-4.07,3.93,0.0
20141122:1400,0.0,0.0,-3.0,4.14,0.0
20141122:1500,541.99,10.85,-1.94,4.34,0.0
20141122:1600,809.61,19.51,2.06,4.19,0.0
20141122:1700,997.45,26.26,6.06,4.03,0.0
20141122:1800,1101.66,30.41,10.06,3.88,0.0
20141122:1900,704.73,31.39,10.8,4.06,0.0
20141122:2000,643.02,29.04,11.55,4.24,0.0
20141122:2100,289.43,23.73,12.29,4.43,0.0
20141122:2200,153.83,16.1,9.37,4.4,0.0
20141122:2300,100.04,6.83,6.44,4.37,0.0
20141123:0000,0.0,0.0,3.51,4.34,0.0
20141123:0100,0.0,0.0,2.41,4.37,0.0
20141123:0200,0.0,0.0,1.31,4.39,0.0
20141123:0300,0.0,0.0,0.2,4.41,0.0
20141123:0400,0.0,0.0,-0.35,4.49,0.0
20141123:0500,0.0,0.0,-0.9,4.56,0.0
20141123:0600,0.0,0.0,-1.46,4.63,0.0
20141123:0700,0.0,0.0,-1.36,4.59,0.0
20141123:0800,0.0,0.0,-1.26,4.55,0.0
20141123:0900,0.0,0.0,-1.16,4.51,0.0
20141123:1000,0.0,0.0,-1.18,4.19,0.0
20141123:1100,0.0,0.0,-1.2,3.88,0.0
20141123:1200,0.0,0.0,-1.21,3.56,0.0
20141123:1300,0.0,0.0,-0.27,3.4,0.0
20141123:1400,0.0,0.0,0.68,3.24,0.0
20141123:1500,45.62,10.65,1.63,3.08,0.0
20141123:1600,73.15,19.3,2.68,2.21,0.0
20141123:1700,111.14,26.04,3.72,1.34,0.0
20141123:1800,448.22,30.19,4.77,0.47,0.0
20141123:1900,506.89,31.18,4.8,0.82,0.0
20141123:2000,561.03,28.85,4.84,1.17,0.0
20141123:2100,272.25,23.57,4.88,1.52,0.0
20141123:2200,85.88,15.98,2.53,1.11,0.0
20141123:2300,7.87,6.73,0.18,0.71,0.0
20141124:0000,0.0,0.0,-2.17,0.3,0.0
20141124:0100,0.0,0.0,-3.05,2.09,0.0
20141124:0200,0.0,0.0,-3.93,3.87,0.0
20141124:0300,0.0,0.0,-4.82,5.66,0.0
20141124:0400,0.0,0.0,-5.47,5.39,0.0
20141124:0500,0.0,0.0,-6.13,5.12,0.0
20141124:0600,0.0,0.0,-6.79,4.86,0.0
20141124:0700,0.0,0.0,-7.22,5.24,0.0
20141124:0800,0.0,0.0,-7.65,5.62,0.0
20141124:0900,0.0,0.0,-8.08,6.0,0.0
20141124:1000,0.0,0.0,-8.05,5.42,0.0
20141124:1100,0.0,0.0,-8.02,4.84,0.0
20141124:1200,0.0,0.0,-7.98,4.26,0.0
20141124:1300,0.0,0.0,-6.7,4.59,0.0
20141124:1400,0.0,0.0,-5.42,4.91,0.0
20141124:1500,33.04,10.45,-4.14,5.24,0.0
20141124:1600,164.28,19.09,-1.84,4.88,0.0
20141124:1700,1004.31,25.82,0.45,4.52,0.0
20141124:1800,1111.93,29.97,2.75,4.17,0.0
20141124:1900,568.26,30.97,2.96,4.23,0.0
20141124:2000,611.58,28.68,3.18,4.29,0.0
20141124:2100,259.46,23.42,3.4,4.34,0.0
20141124:2200,278.02,15.85,1.06,4.07,0.0
20141124:2300,391.91,6.63,-1.29,3.79,0.0
20141125:0000,0.0,0.0,-3.64,3.52,0.0
20141125:0100,0.0,0.0,-4.31,3.99,0.0
20141125:0200,0.0,0.0,-4.99,4.46,0.0
20141125:0300,0.0,0.0,-5.67,4.92,0.0
20141125:0400,0.0,0.0,-6.41,4.08,0.0
20141125:0500,0.0,0.0,-7.15,3.24,0.0
20141125:0600,0.0,0.0,-7.9,2.4,0.0
20141125:0700,0.0,0.0,-8.42,2.62,0.0
20141125:0800,0.0,0.0,-8.93,2.84,0.0
20141125:0900,0.0,0.0,-9.45,3.06,0.0
20141125:1000,0.0,0.0,-9.84,3.45,0.0
20141125:1100,0.0,0.0,-10.23,3.83,0.0
20141125:1200,0.0,0.0,-10.61,4.22,0.0
20141125:1300,0.0,0.0,-9.06,4.06,0.0
20141125:1400,0.0,0.0,-7.5,3.91,0.0
20141125:1500,25.17,10.25,-5.94,3.75,0.0
20141125:1600,63.71,18.88,-1.9,4.06,0.0
20141125:1700,120.11,25.61,2.13,4.37,0.0
20141125:1800,272.43,29.76,6.17,4.68,0.0
20141125:1900,408.87,30.78,7.18,4.51,0.0
20141125:2000,751.53,28.5,8.2,4.34,0.0
20141125:2100,286.59,23.28,9.21,4.17,0.0
20141125:2200,257.82,15.74,7.41,3.93,0.0
20141125:2300,186.38,6.54,5.6,3.7,0.0
20141126:0000,0.0,0.0,3.79,3.46,0.0
20141126:0100,0.0,0.0,3.44,3.79,0.0
20141126:0200,0.0,0.0,3.09,4.11,0.0
20141126:0300,0.0,0.0,2.74,4.44,0.0
20141126:0400,0.0,0.0,2.78,4.44,0.0
20141126:0500,0.0,0.0,2.82,4.44,0.0
20141126:0600,0.0,0.0,2.86,4.44,0.0
20141126:0700,0.0,0.0,2.97,3.74,0.0
20141126:0800,0.0,0.0,3.09,3.04,0.0
20141126:0900,0.0,0.0,3.2,2.34,0.0
20141126:1000,0.0,0.0,3.2,2.28,0.0
20141126:1100,0.0,0.0,3.2,2.21,0.0
20141126:1200,0.0,0.0,3.21,2.14,0.0
20141126:1300,0.0,0.0,4.01,1.62,0.0
20141126:1400,0.0,0.0,4.82,1.11,0.0
20141126:1500,509.91,10.06,5.62,0.59,0.0
20141126:1600,780.67,18.68,7.73,0.64,0.0
20141126:1700,971.5,25.4,9.83,0.69,0.0
20141126:1800,1079.36,29.56,11.94,0.74,0.0
20141126:1900,1102.54,30.59,12.39,1.43,0.0
20141126:2000,702.96,28.34,12.84,2.12,0.0
20141126:2100,536.17,23.14,13.29,2.81,0.0
20141126:2200,406.27,15.63,10.76,2.12,0.0
20141126:2300,160.0,6.45,8.23,1.43,0.0
20141127:0000,0.0,0.0,5.7,0.73,0.0
20141127:0100,0.0,0.0,4.14,0.87,0.0
20141127:0200,0.0,0.0,2.58,1.01,0.0
20141127:0300,0.0,0.0,1.02,1.14,0.0
20141127:0400,0.0,0.0,0.38,1.65,0.0
20141127:0500,0.0,0.0,-0.27,2.16,0.0
20141127:0600,0.0,0.0,-0.92,2.66,0.0
20141127:0700,0.0,0.0,-1.7,2.98,0.0
20141127:0800,0.0,0.0,-2.47,3.3,0.0
20141127:0900,0.0,0.0,-3.25,3.61,0.0
20141127:1000,0.0,0.0,-3.34,3.56,0.0
20141127:1100,0.0,0.0,-3.43,3.51,0.0
20141127:1200,0.0,0.0,-3.51,3.46,0.0
20141127:1300,0.0,0.0,-2.35,3.92,0.0
20141127:1400,0.0,0.0,-1.19,4.38,0.0
20141127:1500,305.73,9.87,-0.03,4.84,0.0
20141127:1600,351.18,18.48,3.93,4.75,0.0
20141127:1700,935.66,25.2,7.89,4.67,0.0
20141127:1800,1079.43,29.36,11.85,4.58,0.0
20141127:1900,828.52,30.4,12.74,4.14,0.0
20141127:2000,766.36,28.18,13.63,3.71,1.0
20141127:2100,902.08,23.01,14.52,3.27,0.0
20141127:2200,497.0,15.53,12.0,2.93,0.0
20141127:2300,133.72,6.37,9.48,2.6,0.0
20141128:0000,0.0,0.0,6.96,2.26,0.0
20141128:0100,0.0,0.0,4.9,2.46,0.0
20141128:0200,0.0,0.0,2.83,2.65,0.0
20141128:0300,0.0,0.0,0.76,2.84,0.0
20141128:0400,0.0,0.0,-0.2,2.97,0.0
20141128:0500,0.0,0.0,-1.16,3.1,0.0
20141128:0600,0.0,0.0,-2.13,3.23,0.0
20141128:0700,0.0,0.0,-2.37,3.2,0.0
20141128:0800,0.0,0.0,-2.6,3.18,0.0
20141128:0900,0.0,0.0,-2.84,3.16,0.0
20141128:1000,0.0,0.0,-2.76,2.91,0.0
20141128:1100,0.0,0.0,-2.67,2.65,0.0
20141128:1200,0.0,0.0,-2.58,2.4,0.0
20141128:1300,0.0,0.0,-1.63,2.93,0.0
20141128:1400,0.0,0.0,-0.67,3.47,0.0
20141128:1500,362.72,9.68,0.28,4.0,0.0
20141128:1600,482.57,18.29,4.47,3.87,0.0
20141128:1700,554.11,25.0,8.67,3.73,0.0
20141128:1800,651.72,29.16,12.86,3.6,0.0
20141128:1900,1133.92,30.23,13.61,3.47,0.0
20141128:2000,865.96,28.02,14.36,3.34,0.0
20141128:2100,416.26,22.89,15.11,3.21,0.0
20141128:2200,196.54,15.43,13.5,3.0,0.0
20141128:2300,181.39,6.3,11.89,2.79,0.0
20141129:0000,0.0,0.0,10.28,2.58,0.0
20141129:0100,0.0,0.0,7.34,2.86,0.0
20141129:0200,0.0,0.0,4.4,3.14,0.0
20141129:0300,0.0,0.0,1.45,3.42,0.0
20141129:0400,0.0,0.0,0.46,3.49,0.0
20141129:0500,0.0,0.0,-0.54,3.55,0.0
20141129:0600,0.0,0.0,-1.54,3.61,0.0
20141129:0700,0.0,0.0,-1.87,3.61,0.0
20141129:0800,0.0,0.0,-2.19,3.6,0.0
20141129:0900,0.0,0.0,-2.52,3.6,0.0
20141129:1000,0.0,0.0,-2.58,3.42,0.0
20141129:1100,0.0,0.0,-2.64,3.24,0.0
20141129:1200,0.0,0.0,-2.69,3.06,0.0
20141129:1300,0.0,0.0,-1.86,3.26,0.0
20141129:1400,0.0,0.0,-1.03,3.46,0.0
20141129:1500,540.14,9.49,-0.2,3.66,0.0
20141129:1600,821.06,18.1,4.04,3.37,0.0
20141129:1700,1013.48,24.81,8.28,3.09,0.0
20141129:1800,1124.51,28.98,12.52,2.81,0.0
20141129:1900,1150.59,30.06,13.13,2.71,0.0
20141129:2000,1087.81,27.88,13.75,2.61,0.0
20141129:2100,942.2,22.77,14.36,2.51,0.0
20141129:2200,717.08,15.34,11.11,2.65,0.0
20141129:2300,393.77,6.23,7.85,2.8,0.0
20141130:0000,0.0,0.0,4.59,2.94,0.0
20141130:0100,0.0,0.0,3.97,3.14,0.0
20141130:0200,0.0,0.0,3.34,3.33,0.0
20141130:0300,0.0,0.0,2.71,3.53,0.0
20141130:0400,0.0,0.0,2.19,3.6,0.0
20141130:0500,0.0,0.0,1.67,3.67,0.0
20141130:0600,0.0,0.0,1.15,3.74,0.0
20141130:0700,0.0,0.0,0.56,3.66,0.0
20141130:0800,0.0,0.0,-0.03,3.59,0.0
20141130:0900,0.0,0.0,-0.62,3.52,0.0
20141130:1000,0.0,0.0,-0.85,3.59,0.0
20141130:1100,0.0,0.0,-1.08,3.66,0.0
20141130:1200,0.0,0.0,-1.31,3.72,0.0
20141130:1300,0.0,0.0,-0.24,3.42,0.0
20141130:1400,0.0,0.0,0.84,3.12,0.0
20141130:1500,514.07,9.31,1.91,2.81,0.0
20141130:1600,488.89,17.91,5.36,2.55,0.0
20141130:1700,272.25,24.62,8.8,2.28,0.0
20141130:1800,653.44,28.8,12.25,2.01,0.0
20141130:1900,390.12,29.89,12.56,1.69,0.0
20141130:2000,174.07,27.74,12.87,1.37,0.0
20141130:2100,145.29,22.66,13.18,1.05,0.0
20141130:2200,172.09,15.25,10.82,2.33,0.0
20141130:2300,373.07,6.17,8.45,3.61,0.0
20141201:0000,0.0,0.0,6.08,4.9,0.0
20141201:0100,0.0,0.0,5.26,4.46,0.0
20141201:0200,0.0,0.0,4.43,4.01,0.0
20141201:0300,0.0,0.0,3.6,3.57,0.0
20141201:0400,0.0,0.0,2.92,3.32,0.0
20141201:0500,0.0,0.0,2.24,3.08,0.0
20141201:0600,0.0,0.0,1.56,2.83,0.0
20141201:0700,0.0,0.0,0.98,2.62,0.0
20141201:0800,0.0,0.0,0.41,2.41,0.0
20141201:0900,0.0,0.0,-0.16,2.21,0.0
20141201:1000,0.0,0.0,-0.37,1.93,0.0
20141201:1100,0.0,0.0,-0.59,1.65,0.0
20141201:1200,0.0,0.0,-0.8,1.37,0.0
20141201:1300,0.0,0.0,-1.21,1.31,0.0
20141201:1400,0.0,0.0,-1.63,1.25,0.0
