Time,Energy,Temperature
2015-11-01,7767,10.8
2015-11-02,7860,10.8
2015-11-03,7901,10.7
2015-11-04,5657,11.3
2015-11-05,5607,4.6
2015-11-06,6378,4.5
2015-11-07,8115,4.4
2015-11-08,8178,5.9
2015-11-09,6645,6.4
2015-11-10,7915,6.9
2015-11-11,7780,5.4
2015-11-12,7945,4.1
2015-11-13,8112,5.9
2015-11-14,8110,6.5
2015-11-15,4837,6.1
2015-11-16,3005,5.2
2015-11-17,5012,2.9
2015-11-18,7692,1.1
2015-11-19,7457,1.2
2015-11-20,7475,2.7
2015-11-21,8030,-1.0
2015-11-22,7600,0.3
2015-11-23,7718,2.0
2015-11-24,7548,1.4
2015-11-25,4639,1.7
2015-11-26,398,5.5
2015-11-27,2313,-0.5
2015-11-28,5058,1.5
2015-11-29,688,0.6
2015-11-30,7692,-3.2
2015-12-01,7194,-7.6
2015-12-02,7582,-3.6
2015-12-03,7489,-2.7
2015-12-04,6754,-1.7
2015-12-05,4891,-1.4
2015-12-06,5644,-3.9
2015-12-07,4093,-1.9
2015-12-08,2760,1.7
2015-12-09,3313,1.8
2015-12-10,5098,2.3
2015-12-11,2780,3.7
2015-12-12,537,1.9
2015-12-13,4682,-1.0
2015-12-14,7289,-3.8
2015-12-15,1498,-4.8
2015-12-16,7511,-7.9
2015-12-17,6370,-9.0
2015-12-18,7221,-5.9
2015-12-19,4758,-1.8
2015-12-20,5622,-1.2
2015-12-21,7482,-2.9
2015-12-22,6345,-1.9
2015-12-23,7523,-1.7
2015-12-24,7053,-7.1
2015-12-25,1475,-3.2
2015-12-26,4858,-8.7
2015-12-27,7186,-8.9
2015-12-28,4597,-6.7
2015-12-29,5990,-7.0
2015-12-30,5379,-6.6
2015-12-31,7595,-8.4
